target_gene,n_dataset_contexts,n_canonical_contexts,n_studies,n_crispri_dataset_contexts,n_crispri_canonical_contexts,dataset_contexts,canonical_contexts,studies,present_in_replogle_k562,present_in_vcc2025_h1,present_in_vcc2026_panel,nominal_exposure_class
PTCD1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTCD2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTCD3,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTDSS1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTDSS2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTEN,10,9,3,10,9,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,A549;BxPC3;HAP1;HT29;HepG2;Jurkat;K562;MCF7;RPE1,jiang2025;nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTER,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTF1A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTGER3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTGES2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTGES3,7,6,2,7,6,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;replogle2022::K562,A549;BxPC3;HAP1;HT29;K562;MCF7,jiang2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTGFRN,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTGR2,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTGS2,6,6,1,6,6,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7,A549;BxPC3;HAP1;HT29;K562;MCF7,jiang2025,False,False,False,seen_multiple_dataset_contexts
PTK2,7,7,3,7,7,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,A172;HepG2;Jurkat;K562;RPE1;T98G;U87MG,mcfaline2024;nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTK2B,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTK6,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
PTK7,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTMA,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTMS,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
PTOV1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
PTP4A1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTP4A2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTP4A3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPMT1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTPN1,5,5,3,5,5,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1;vcc2025_h1::H1,H1;HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022;vcc2025,True,True,False,seen_multiple_dataset_contexts
PTPN11,10,9,3,10,9,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,A549;BxPC3;HAP1;HT29;HepG2;Jurkat;K562;MCF7;RPE1,jiang2025;nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTPN12,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPN18,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPN2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPN23,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PTPN4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPN7,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPN9,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRC,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRF,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRG,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRH,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRR,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTPRS,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTRH1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTRH2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTRHD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTS,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTTG1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PTTG1IP,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUF60,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PUM1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PUM2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PURA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PURB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PURG,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUS1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUS10,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUS3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUS7,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUS7L,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PUSL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PVR,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PWP1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PWP2,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PWWP2A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PWWP2B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PWWP3A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PXK,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
PXMP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PXMP4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PXN,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PYCARD,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYCR1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
PYCR2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYCR3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYDC2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYGB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYGL,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYGO2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
PYROXD1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
PYURF,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
QARS,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
QDPR,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QKI,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QPCTL,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QPRT,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QRICH1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QRSL1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
QSER1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QSOX1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QSOX2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QTRT1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
QTRT2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
R3HCC1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
R3HCC1L,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
R3HDM1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
R3HDM2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
R3HDM4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB10,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB11A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB11B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB11FIP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB11FIP4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB11FIP5,0,0,0,0,0,,,,False,False,True,unseen_as_perturbation_in_atlas
RAB12,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB13,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB14,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB18,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAB1A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB1B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB20,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB21,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB22A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB23,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB24,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB27A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB28,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB2A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB2B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB30,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB31,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB32,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB35,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB3B,1,1,1,1,1,vcc2025_h1::H1,H1,vcc2025,False,True,False,seen_one_dataset_context
RAB3GAP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB3GAP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB3IL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB3IP,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB40B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB40C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB4A,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAB4B,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAB5A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
RAB5B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB5C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB5IF,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB6A,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAB7A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB8A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB8B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAB9A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABAC1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABEP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABEP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
RABEPK,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABGAP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABGAP1L,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABGEF1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABGGTA,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RABGGTB,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RABIF,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABL3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RABL6,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAC1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAC2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAC3,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RACGAP1,3,3,2,3,3,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562,HepG2;Jurkat;K562,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RACK1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD17,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD18,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD21,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD23A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD23B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD50,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD51,10,9,3,10,9,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,A549;BxPC3;HAP1;HT29;HepG2;Jurkat;K562;MCF7;RPE1,jiang2025;nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD51AP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD51B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD51C,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD51D,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAD52,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD54B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD54L,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD54L2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAD9A,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAE1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
RAF1,11,10,4,11,10,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562;vcc2025_h1::H1,A172;A549;BxPC3;H1;HAP1;HT29;K562;MCF7;T98G;U87MG,jiang2025;mcfaline2024;replogle2022;vcc2025,True,True,False,seen_multiple_dataset_contexts
RAG1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAI1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
RAI14,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
