target_gene,H1,K562,RPE1,HepG2,Jurkat,A549,MCF7,HT29,HAP1,BxPC3,A172,T98G,U87MG,HCT116,HEK293T,KOLF2.1J,CD4T
ADGRE2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADGRE3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRE5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADGRF1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRF4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRF5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRG3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRG4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRG5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADGRG6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRG7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADGRL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADGRL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRL4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADGRV1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADH1A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADH1B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADH4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADH5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADH6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADH7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADHFE1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADI1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADIPOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADIPOR1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADIPOR2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADIRF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADISSP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADM2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADM5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADNP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADNP2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ADO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADORA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADORA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADORA2B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ADORA3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADPGK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADPRH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADPRHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADPRHL2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPRM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADRA1B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADRA1D,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADRA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADRA2C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ADRBK1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ADRBK2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ADRM1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ADSL,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ADSS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADSS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADTRP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AEBP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AEBP2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AEN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFAP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AFAP1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AFDN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFF3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFF4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFG1L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AFG2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AFG2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AFG3L2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AFM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AFMID,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AFTPH,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGAP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGAP3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AGAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AGAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AGAP9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGBL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGBL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGBL4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGBL5,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGFG1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGFG2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGGF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGMAT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGMO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGO1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGO2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGO3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGO4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGPAT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGPAT2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGPAT3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGPAT4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGPAT5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGPS,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGR3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AGRN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGRP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGTPBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGTR1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AGTRAP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AGXT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AGXT2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AHCTF1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AHCY,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AHCYL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AHCYL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AHDC1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AHI1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AHNAK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AHNAK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AHR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AHRR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AHSA1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AHSA2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHSG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AHSP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AICDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AIDA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AIF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIF1L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AIFM1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AIFM2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIFM3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AIG1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIMP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIMP2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AIRE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AIRIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AJAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AJM1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AJUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AK1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AK2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AK3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AK4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AK5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AK7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AK8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AK9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKAIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKAP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKAP14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKAP17A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKAP8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP8L,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKAP9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKIP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKIRIN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKIRIN2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AKNA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKNAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKR1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKR1B10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1B15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AKR1C2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1C3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKR1C4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1D1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AKR1E2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKR7A2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKR7A3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AKT1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AKT1S1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AKT2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AKT3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
AKTIP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALAD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALAS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALAS2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH16A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH18A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH1A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALDH1A2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH1B1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH3B1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH3B2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALDH4A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ALDH5A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH7A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDH8A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALDH9A1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALDOA,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALDOC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ALG10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG10B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ALG12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG13,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ALG14,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
ALG1L,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALG2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ALG3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALG9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALK,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
ALKAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALKAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALKBH8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALLC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALMS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALOX12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALOX12B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALOX15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALOX15B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALOX5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALOX5AP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ALOXE3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALPG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ALPI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALPK1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
ALPK2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
ALPK3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
ALPL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALPP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ALS2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALS2CL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALX1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALX3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALX4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALYREF,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
AMACR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMBN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMBP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMBRA1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMD1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMDHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AMDHD2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMELX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMELY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMER1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMER2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMER3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMFR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMH,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMHR2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
AMIGO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMIGO2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMIGO3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AMMECR1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMMECR1L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AMN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AMOT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMOTL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AMOTL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AMPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMPD2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMPD3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AMPH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AMTN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMY2A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMY2B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AMZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
AMZ2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC10,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
ANAPC11,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC13,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC15,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
ANAPC5,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
ANAPC7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANGEL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANGEL2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANGPT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPT2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANGPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPTL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ANGPTL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPTL4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANGPTL5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPTL6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANGPTL7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANGPTL8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANHX,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ANK1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ANK3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ANKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
