target_gene,H1,K562,RPE1,HepG2,Jurkat,A549,MCF7,HT29,HAP1,BxPC3,A172,T98G,U87MG,HCT116,HEK293T,KOLF2.1J,CD4T
MELK,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MELTF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MEMO1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
MEN1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MEOX1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MEOX2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MEP1A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MEP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MEPCE,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MEPE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MERTK,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
MESD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MESP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MESP2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MEST,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MET,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
METAP1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METAP1D,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
METAP2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METRN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METRNL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL14,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL16,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL17,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL21A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL21C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
METTL21EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
METTL22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL23,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
METTL25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL25B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
METTL2A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL2B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
METTL4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL7A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
METTL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
METTL8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
METTL9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MEX3A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
MEX3B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MEX3C,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MEX3D,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFAP1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
MFAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MFAP3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFAP3L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MFAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MFF,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFGE8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFHAS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFN2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MFNG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFRP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MFSD1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MFSD10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD13A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD14A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD14B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD2A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD2B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MFSD3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD4A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MFSD4B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MFSD5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MFSD6L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MFSD8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MFSD9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MGARP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MGAT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGAT2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGAT3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MGAT4A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MGAT4B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGAT4C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MGAT5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGAT5B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MGLL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MGME1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGMT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MGRN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGST1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MGST2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MGST3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MIA2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MIA3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIB1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIB2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICAL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICAL2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MICAL3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICALL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICALL2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MICB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MICOS10,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
MICOS13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICU1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MICU2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MICU3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MID1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MID1IP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MID2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MIDEAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIDN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIEF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIEN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIER1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MIER2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIER3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIF,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MIF4GD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIGA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MIGA2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MILR1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MINAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MINAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MINDY1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MINDY2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MINDY3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MINDY4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MINDY4B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MINK1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MINPP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIOS,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MIOX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIPEP,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
MIPOL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIR1-1HG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIR1915HG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIR205HG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIR9-1HG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MIS12,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MIS18A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MIS18BP1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MISP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MISP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MITD1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MITF,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIX23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MIXL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MKI67,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MKKS,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MKLN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MKNK1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MKNK2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MKRN1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MKRN2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MKRN2OS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MKRN3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MKS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MKX,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLANA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MLC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MLEC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLF2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLH1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLH3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLIP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MLKL,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MLLT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLLT10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLLT11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLLT3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLLT6,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MLN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MLPH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MLST8,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MLX,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLXIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLXIPL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MLYCD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMAA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MMAB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMACHC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMADHC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMD2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MME,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMEL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMGT1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MMP10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP17,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MMP19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP23B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMP24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMP25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMP26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MMP7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MMP9,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
MMRN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MMRN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MMS19,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MMS22L,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MMUT,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MNAT1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MND1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MNS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MNT,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MNX1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB1A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB1B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB3A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB3B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB3C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOB4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
MOBP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOCOS,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOCS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOCS2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOCS3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MOG,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
MOGAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOGAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOGAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOGS,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOK,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1
MON1A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MON1B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MON2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MORC2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORC3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORC4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MORF4L1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORF4L2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MORN2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MORN3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MORN4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MORN5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MOS,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
MOSMO,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOSPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOSPD2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOSPD3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOV10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MOV10L1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MOXD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MPC1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPC2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPDU1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPDZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MPEG1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MPG,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MPHOSPH10,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MPHOSPH6,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MPHOSPH8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPHOSPH9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPI,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPIG6B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MPL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MPLKIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPND,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MPP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPP3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MPP5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MPPE1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPPED1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MPPED2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MPRIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPST,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPV17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPV17L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPV17L2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPZ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPZL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MPZL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MR1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MRAP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRAP2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRAS,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRC2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRE11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MREG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRFAP1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRFAP1L1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRGBP,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MRGPRD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MRGPRE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRGPRF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MRGPRG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRGPRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRGPRX2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRGPRX3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRGPRX4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRI1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRM1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MRM2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRM3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRNIP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MRO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MROH2A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH2B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
MROH7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MROH9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MRPL1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
MRPL10,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
MRPL11,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
